f1,f2,f3,f4,label
18,59,82,57,1
64,14,23,99,0
89,69,17,50,1
57,3,22,58,0
91,25,58,11,1
88,83,91,20,1
15,11,14,90,0
46,10,67,90,1
65,78,20,48,1
5,98,21,42,0
84,19,20,18,1
91,6,53,39,1
98,57,36,80,1
16,25,0,79,0
1,58,63,63,0
0,77,63,30,1
84,60,58,52,1
76,76,0,31,0
35,79,80,71,1
26,6,23,18,0
44,4,18,4,0
77,38,42,11,1
53,22,20,86,1
84,88,89,76,1
71,22,58,95,1
4,11,98,38,0
48,8,97,54,0
8,37,60,17,1
35,42,67,52,0
89,26,78,7,1
93,80,67,11,1
88,77,100,90,1
77,40,33,67,1
79,45,16,78,1
66,93,80,63,1
23,78,29,90,1
24,0,15,3,0
15,94,26,78,0
52,5,42,44,0
81,27,1,81,1
36,32,8,39,0
70,41,98,0,1
42,43,50,92,1
3,22,24,42,0
86,61,60,4,0
61,19,80,58,0
68,42,59,100,1
95,7,66,38,0
86,40,71,68,1
73,87,42,45,1
19,35,3,43,0
80,68,21,73,1
23,76,14,100,0
90,40,90,4,1
11,63,30,47,0
38,27,67,38,1
47,100,4,99,1
11,56,64,3,0
64,19,24,43,0
93,67,39,99,1
98,12,66,86,0
26,92,4,58,0
66,14,0,39,0
87,76,11,42,1
5,13,66,98,0
39,2,73,97,1
26,41,25,24,0
68,40,98,56,1
34,19,20,35,0
79,71,65,13,1
44,70,40,34,1
90,36,73,31,1
39,78,43,69,1
16,3,60,86,1
49,6,11,54,0
90,76,75,80,1
89,57,78,45,1
25,91,97,85,1
10,96,97,59,1
11,89,59,12,0
87,82,90,98,1
29,28,18,78,0
46,50,23,89,0
42,100,41,58,1
8,60,14,44,0
21,36,98,44,0
16,65,13,51,0
13,41,71,83,1
38,68,59,51,1
30,79,31,70,1
61,49,8,43,1
88,75,55,100,0
72,100,43,69,1
22,84,85,9,0
91,73,62,14,1
59,41,71,12,0
22,39,51,8,0
87,76,98,48,1
82,84,7,11,1
17,74,96,81,1
96,18,84,19,1
37,49,78,73,1
26,87,40,38,0
86,38,55,91,0
44,11,74,1,0
65,51,16,37,1
70,6,0,90,0
45,14,36,3,0
89,75,50,80,1
48,51,48,55,0
84,22,60,17,1
49,46,53,19,1
85,16,17,1,1
2,18,92,62,0
17,10,17,82,0
58,100,89,77,1
79,23,58,65,1
57,49,45,28,1
77,0,73,63,0
30,91,64,34,1
69,73,46,4,0
72,61,90,47,1
61,88,10,18,0
67,96,99,35,1
10,66,78,11,1
80,94,84,85,1
81,69,74,39,1
43,68,99,1,1
65,60,73,93,1
45,37,37,21,1
76,95,38,93,1
33,7,80,60,0
73,6,84,37,0
79,3,36,62,1
64,9,100,35,1
78,35,35,32,1
14,77,22,75,0
84,57,47,22,1
89,30,62,23,0
4,43,10,18,0
19,63,96,52,0
30,84,56,92,1
26,73,93,44,1
33,96,14,6,1
51,60,38,60,0
96,68,29,48,1
49,60,33,18,0
55,1,36,57,0
40,67,87,5,1
68,81,45,55,1
83,34,42,34,1
12,32,83,74,1
98,86,95,30,1
75,98,24,66,1
88,23,40,70,1
1,8,1,52,0
13,87,57,44,1
36,32,24,4,1
11,7,76,84,0
27,76,81,15,0
15,11,77,16,0
97,82,72,23,0
89,23,32,37,0
9,81,58,35,0
88,85,98,98,1
20,99,9,35,0
48,49,42,7,0
33,22,56,8,0
25,78,50,22,0
13,18,69,98,1
78,82,13,56,0
13,4,9,9,0
32,99,57,2,0
19,83,81,0,0
85,49,34,19,0
50,73,0,65,0
98,62,61,55,1
93,99,100,8,1
0,49,88,99,1
72,68,45,42,0
51,7,80,82,1
68,43,10,58,0
37,82,25,22,0
49,84,24,38,0
13,80,88,45,1
80,56,94,24,1
24,3,92,75,1
49,8,69,82,1
68,57,2,4,0
43,100,92,5,1
27,83,85,66,1
86,68,19,94,1
9,4,94,18,0
2,60,79,5,0
83,16,1,22,0
39,12,58,78,1
75,8,13,14,0
78,28,8,25,0
94,86,51,41,1
87,73,69,17,1
27,97,5,75,1
8,15,35,18,0
21,89,47,70,1
31,74,5,17,1
80,78,48,99,1
62,10,0,0,0
11,90,83,75,0
53,88,98,60,1
26,18,81,34,0
52,30,22,78,0
76,23,91,63,1
11,80,100,38,1
0,71,30,24,1
67,12,79,46,0
69,64,28,59,0
84,26,35,6,1
19,87,60,63,1
85,5,6,82,1
26,55,32,42,0
97,58,5,13,0
68,22,20,100,1
65,14,9,30,0
75,74,41,53,1
86,41,29,99,1
29,12,30,94,0
25,48,28,9,0
62,6,55,18,0
78,58,22,49,1
58,92,24,80,1
34,25,42,16,1
72,7,35,17,1
59,58,53,21,0
28,37,77,20,0
81,78,21,73,0
29,11,52,66,0
27,75,60,59,1
93,54,94,31,1
55,74,28,75,0
73,0,53,5,1
60,93,98,64,1
67,50,61,89,1
57,63,30,10,0
1,88,93,52,0
16,45,37,30,0
11,2,61,85,0
90,58,73,95,1
58,59,98,17,0
51,23,47,80,1
81,0,80,9,0
88,42,67,4,1
96,34,89,78,1
26,100,87,10,1
42,94,7,65,0
86,46,6,14,0
59,79,5,46,1
82,71,90,8,1
99,26,17,42,1
14,83,61,94,0
74,89,26,96,1
28,41,45,34,0
54,35,6,8,0
57,62,64,67,0
60,90,68,86,1
37,57,79,47,0
88,8,24,58,1
50,22,36,9,1
35,14,89,18,0
26,66,80,2,1
87,69,16,60,1
56,94,82,2,1
8,2,29,66,0
52,74,43,83,1
41,62,75,85,1
70,56,58,38,1
39,21,33,29,0
36,98,6,18,0
58,21,79,20,0
36,23,22,90,0
85,19,20,30,1
40,73,16,56,1
23,26,71,90,1
40,44,18,47,0
20,68,38,15,0
51,63,98,18,0
40,19,0,94,0
64,42,82,90,1
37,96,73,85,1
72,93,56,43,1
93,61,5,17,0
14,39,3,51,0
28,57,45,11,0
77,82,24,74,1
100,98,35,25,1
68,57,86,85,0
65,50,24,62,1
77,65,7,85,1
18,91,54,47,1
1,36,44,44,0
57,71,11,27,0
56,94,53,56,1
93,54,93,53,1
75,76,11,18,1
60,67,42,8,0
75,96,48,11,1
81,34,53,22,0
90,72,96,17,1
48,37,70,62,1
38,74,38,63,1
59,28,3,0,0
38,81,81,60,1
85,36,53,22,0
88,82,31,3,1
35,63,8,76,0
74,61,72,55,0
80,87,60,88,1
47,65,93,73,1
33,20,74,7,1
59,88,17,45,1
34,46,53,81,0
45,6,37,37,0
9,65,24,98,0
97,12,76,96,1
41,40,87,38,1
89,88,46,12,1
45,18,1,17,0
47,99,62,52,1
20,13,27,19,0
24,71,78,88,0
67,68,91,70,1
14,53,58,9,1
16,2,61,44,0
46,17,56,76,0
43,22,90,38,1
15,28,16,88,1
29,39,16,26,0
10,54,88,97,0
9,2,99,61,0
5,25,13,4,0
65,75,7,60,1
32,5,8,38,0
96,12,100,15,0
26,75,25,23,0
3,11,18,95,0
74,44,45,20,0
99,93,78,30,1
8,12,74,97,1
27,91,24,36,1
96,68,0,92,1
27,64,90,60,1
75,23,56,86,0
23,45,48,54,1
29,52,14,97,0
15,59,14,66,1
97,46,90,36,1
5,10,41,63,1
36,58,76,94,1
56,28,70,52,1
54,24,8,60,0
47,22,1,86,0
13,50,56,66,0
10,15,18,50,0
75,13,94,21,1
25,43,25,76,0
51,15,29,54,0
35,97,91,98,1
34,96,82,51,1
85,77,51,62,1
18,98,58,13,1
62,63,29,80,0
3,12,94,6,0
63,86,3,22,0
86,41,19,38,0
12,97,9,84,0
98,63,59,25,1
63,62,64,33,1
69,69,2,97,1
55,15,49,57,1
48,56,58,4,1
71,84,99,38,1
21,62,55,17,0
49,62,97,14,1
62,84,70,87,1
60,60,71,20,1
50,33,63,75,0
78,86,45,98,0
41,7,3,75,1
46,44,94,74,1
80,43,48,12,0
45,52,44,7,0
31,30,82,39,0
88,8,39,14,0
2,68,41,4,0
54,72,65,53,1
89,60,75,2,0
48,73,49,41,0
62,12,88,86,1
63,64,97,85,1
78,38,46,55,1
81,100,9,68,1
33,6,38,73,0
28,79,95,11,0
74,12,75,43,1
72,67,60,54,1
9,83,38,64,0
55,84,69,40,1
51,32,79,65,1
97,70,23,2,0
66,23,73,63,1
95,59,34,81,1
78,98,55,72,1
7,66,25,46,0
30,19,95,87,0
55,52,40,8,0
52,34,36,82,1
87,76,30,51,1
19,24,3,31,0
39,59,62,71,0
54,82,4,25,1
17,3,33,35,0
22,82,5,92,1
2,7,10,40,0
8,52,46,85,0
11,50,92,17,1
73,94,64,15,1
74,99,67,32,1
11,30,76,15,0
40,42,74,94,1
95,95,30,54,1
13,22,27,35,0
32,75,7,62,0
89,14,40,69,1
87,31,35,100,0
46,60,91,47,0
2,82,77,4,0
84,6,88,100,1
32,70,49,39,0
89,46,87,15,1
30,56,49,1,0
50,32,38,11,0
96,30,38,26,0
20,56,80,40,0
98,82,52,4,1
10,99,62,60,0
42,91,54,12,0
89,33,64,8,1
77,93,70,94,1
88,3,97,6,0
23,80,56,82,1
51,25,80,39,1
10,14,20,31,0
98,83,97,16,1
87,52,40,57,1
94,17,33,22,0
41,36,25,10,0
23,50,48,73,1
2,71,82,78,1
11,59,25,33,0
21,6,51,79,0
33,19,11,47,0
72,15,1,91,0
98,58,86,63,1
91,26,24,100,1
95,63,48,16,1
26,76,27,36,0
24,53,23,52,0
3,37,33,30,0
31,47,74,87,1
10,1,60,17,0
88,50,87,27,1
90,54,94,76,1
12,71,7,6,0
30,60,45,77,0
76,90,95,5,1
64,79,48,38,0
85,47,16,71,1
22,33,21,64,0
43,59,16,11,0
67,55,18,33,1
5,16,63,35,0
55,36,33,78,0
33,66,40,55,0
40,94,62,97,0
71,84,81,56,1
19,6,29,23,1
33,20,90,59,1
63,5,56,45,0
71,62,58,63,1
92,18,15,44,1
36,23,21,95,0
34,72,84,74,1
0,67,98,73,1
9,31,98,63,0
42,3,36,87,0
15,50,47,75,0
13,41,19,3,0
90,84,61,58,1
34,76,84,0,1
5,83,79,57,1
93,93,72,16,1
6,82,36,41,0
95,9,70,77,1
51,32,22,30,0
51,11,2,26,0
99,51,36,82,1
83,19,15,38,0
55,94,39,87,1
45,85,12,47,0
62,57,49,60,1
76,54,11,96,1
47,78,23,55,0
11,5,65,43,0
86,28,82,87,1
63,67,80,82,1
37,59,55,10,0
61,38,19,16,0
38,31,66,54,1
6,70,9,5,0
65,54,52,12,0
92,72,32,45,1
10,98,64,2,1
84,59,22,100,1
50,5,10,53,0
38,40,75,92,1
85,57,79,33,1
23,27,23,10,0
77,33,86,13,1
2,0,50,14,1
83,61,58,88,1
84,95,77,92,1
79,78,46,88,1
88,86,50,38,1
17,1,24,14,0
89,24,3,26,0
18,83,30,55,0
68,24,11,38,0
18,60,54,2,1
19,94,89,56,0
60,2,57,74,1
37,72,50,6,0
13,80,91,55,0
63,94,74,76,1
37,4,62,51,0
75,92,78,86,1
62,29,91,7,0
54,73,40,70,1
82,53,60,14,1
82,44,57,89,1
20,36,92,24,0
56,29,64,28,0
87,43,77,91,1
16,37,92,91,1
53,86,83,94,1
60,20,79,26,1
95,11,85,61,1
25,20,77,62,1
53,63,38,30,1
6,2,45,33,0
20,22,64,4,0
43,55,14,79,1
71,28,62,33,0
100,45,98,5,0
71,34,19,88,0
77,85,13,90,1
56,58,96,14,0
100,78,78,100,1
13,71,5,64,1
80,15,26,46,1
37,90,56,97,1
93,12,19,82,1
17,15,25,56,0
98,98,0,31,0
60,43,36,64,1
34,47,91,96,1
80,85,31,19,0
67,53,100,29,1
54,52,52,58,0
66,87,46,3,1
98,1,91,66,0
10,43,40,51,0
21,55,7,50,0
84,82,19,73,1
80,91,84,66,0
53,51,87,89,1
38,92,95,40,0
1,35,67,78,0
89,51,57,82,1
69,79,100,79,1
89,44,100,83,1
25,38,10,4,0
49,92,92,94,1
66,69,36,27,1
70,39,66,43,0
20,2,3,69,0
30,99,38,92,1
64,14,93,7,0
33,80,64,45,1
96,83,15,57,1
94,0,58,43,0
95,74,72,91,1
80,85,68,76,1
38,36,85,100,0
73,86,17,91,1
94,31,13,41,0
24,99,46,58,1
91,54,52,10,1
54,16,60,27,0
47,86,67,51,1
66,99,50,33,1
81,54,56,88,0
62,93,53,20,1
16,62,91,58,1
90,65,67,15,1
58,60,4,95,1
71,47,15,77,0
14,15,47,73,0
66,19,15,47,0
47,38,37,62,1
18,18,100,75,1
39,36,27,23,0
62,0,15,70,0
5,53,61,73,1
57,43,100,48,1
92,77,16,97,1
81,58,97,57,1
19,93,41,11,0
85,79,52,49,1
50,43,69,5,0
56,94,35,82,1
21,90,3,73,0
98,90,39,71,1
82,71,10,24,0
69,73,96,6,0
66,24,96,60,1
2,15,84,68,1
2,35,100,26,1
90,74,56,10,0
77,41,51,75,1
2,43,55,23,0
67,40,48,32,1
12,69,21,36,1
32,98,11,19,0
52,86,21,7,0
41,23,3,91,1
49,12,40,18,0
41,33,48,15,1
30,96,76,75,1
65,96,64,49,0
34,7,40,59,0
8,61,3,52,0
2,34,70,75,0
31,97,71,83,1
38,72,52,57,1
81,64,26,100,0
47,69,21,100,1
54,71,57,5,1
59,79,37,83,0
0,7,61,34,0
87,48,44,80,1
65,36,5,20,0
72,8,38,11,0
15,17,92,71,0
55,26,78,64,0
40,87,43,81,1
96,90,57,34,1
41,43,26,58,0
42,2,88,17,0
0,77,60,0,0
86,22,52,71,0
90,62,97,50,1
100,83,83,9,1
85,56,86,15,1
48,76,45,49,1
98,89,1,15,1
24,56,1,28,0
97,35,87,90,1
11,78,80,38,0
28,29,63,46,1
63,90,90,77,1
25,81,50,14,0
72,64,63,21,1
84,94,72,86,1
72,22,8,75,1
8,16,33,72,0
66,93,100,35,1
86,2,88,86,1
32,87,71,58,1
54,82,86,83,1
41,55,52,35,1
66,59,63,46,1
5,92,28,6,0
53,68,57,40,1
24,42,10,73,0
94,28,88,54,0
31,25,21,42,0
80,80,12,3,0
3,75,80,42,0
31,13,60,30,0
6,42,66,30,0
99,76,79,56,1
80,57,74,15,1
7,4,48,40,0
88,8,100,16,1
56,7,38,78,0
8,13,86,7,0
37,48,51,12,0
52,29,76,100,1
1,58,49,59,0
79,79,12,43,0
86,100,3,58,1
75,24,13,13,1
91,8,75,24,0
16,81,65,32,1
61,92,79,56,1
17,5,7,16,0
55,65,83,96,1
74,69,99,18,1
39,77,43,37,1
1,66,75,84,0
7,30,64,71,0
54,44,25,25,0
25,100,8,43,1
60,88,88,59,1
42,74,72,42,1
53,42,20,13,0
5,63,28,0,0
88,29,59,79,1
61,94,98,42,1
48,26,51,23,0
0,46,1,9,0
71,14,18,37,0
80,74,97,46,1
3,25,25,36,0
33,92,22,43,0
31,22,25,2,0
33,12,2,86,1
83,100,14,43,0
39,58,30,47,0
84,21,67,79,0
91,8,15,18,0
16,24,24,68,0
47,40,76,54,0
31,5,97,78,0
68,37,19,41,1
80,35,16,65,0
62,26,93,10,0
84,78,8,21,0
96,82,96,65,1
66,59,22,41,0
67,88,61,91,0
60,34,74,51,0
74,83,4,26,1
25,57,30,50,1
54,48,73,20,0
47,32,70,10,1
10,37,56,66,0
74,5,59,65,0
54,57,59,55,1
63,40,34,48,1
56,29,33,82,1
10,37,64,65,0
10,100,35,29,1
9,46,4,69,0
25,86,42,32,1
98,87,35,24,1
17,96,91,94,1
33,1,98,38,1
44,100,51,51,0
96,83,1,60,1
97,19,50,29,1
95,26,60,29,1
100,70,96,59,1
59,43,10,40,0
54,98,89,53,1
57,71,3,47,1
16,39,94,1,0
84,45,43,28,1
87,96,51,97,1
68,38,41,75,1
100,4,17,19,0
42,72,80,77,0
73,50,48,26,0
8,68,49,24,0
42,72,57,81,0
11,21,13,86,0
4,88,77,62,1
25,8,49,36,0
37,84,67,8,1
47,66,1,21,0
52,50,20,14,1
53,61,95,8,1
26,16,26,39,0
90,85,60,20,1
39,75,25,64,0
58,35,25,0,0
57,8,51,77,0
67,42,72,62,1
73,5,94,11,1
58,44,89,91,1
50,78,22,53,1
79,93,55,58,1
84,23,89,72,1
89,5,30,20,0
80,68,37,85,0
89,92,92,27,1
52,97,70,15,0
9,96,13,64,0
41,52,57,21,1
64,5,59,3,1
88,86,95,59,1
95,51,24,50,1
32,14,90,17,0
95,59,62,59,1
70,84,31,91,0
17,60,35,20,0
2,77,12,22,0
68,94,50,21,1
97,1,86,34,1
45,22,27,91,1
86,68,27,56,1
81,66,82,84,1
13,49,88,39,0
76,0,6,98,1
25,31,47,30,0
2,53,3,1,0
24,87,85,8,1
12,85,21,92,1
53,65,13,41,1
80,24,79,26,0
50,54,15,29,1
45,41,22,1,0
40,1,49,27,0
8,84,35,83,0
5,8,27,52,0
76,63,13,91,1
72,21,32,12,0
80,89,49,86,1
98,88,17,42,1
97,88,40,85,1
42,2,77,74,1
65,81,94,29,1
90,1,29,2,0
15,39,30,94,0
31,79,10,7,1
63,37,25,19,0
82,4,30,92,0
56,94,42,17,1
82,100,97,5,1
53,82,36,96,1
93,42,43,31,1
6,85,31,87,0
28,77,48,66,1
56,80,0,8,0
8,24,6,81,0
26,16,11,22,0
26,30,64,10,0
59,39,21,92,1
54,22,77,31,1
73,57,81,25,1
100,61,10,46,1
21,60,56,54,0
94,55,97,19,1
61,2,97,48,1
10,97,38,76,1
70,93,22,32,1
39,58,36,48,0
61,9,42,17,0
25,19,24,0,1
64,93,92,47,1
53,50,95,47,1
39,82,75,9,1
4,15,49,72,1
97,55,32,98,0
92,44,65,90,1
88,47,89,7,1
54,94,31,31,1
46,80,90,86,1
85,82,18,33,1
87,18,32,31,0
84,20,1,14,0
82,91,49,50,1
10,66,24,54,1
54,32,88,38,1
68,84,48,75,1
52,96,93,11,1
73,99,44,18,1
26,95,50,89,1
21,62,0,12,0
89,53,67,53,1
93,55,21,22,1
90,17,25,62,1
14,57,72,27,1
7,95,23,97,1
52,56,80,79,1
81,21,10,37,1
15,35,8,43,1
30,61,62,86,0
1,7,34,96,0
85,74,5,12,1
0,48,77,66,0
97,34,62,60,1
77,54,43,47,0
43,40,30,46,0
48,78,7,45,0
12,0,58,89,0
17,3,77,15,0
35,89,96,31,1
79,87,84,60,1
84,24,0,81,0
41,2,81,46,0
94,41,86,56,1
62,51,94,78,1
44,54,60,84,0
12,93,49,37,0
91,18,66,73,0
91,64,4,16,0
11,38,86,70,0
59,21,57,14,0
69,30,31,27,1
84,89,11,13,1
91,3,20,41,0
98,35,28,92,1
60,85,15,85,1
68,81,92,62,1
88,42,28,73,0
76,8,82,43,1
91,95,94,92,1
82,100,71,55,1
28,33,14,37,1
11,43,94,75,0
95,14,73,47,1
40,48,73,94,1
7,75,68,24,0
54,40,98,46,0
16,66,84,77,1
13,50,1,68,0
40,18,37,28,0
58,18,76,36,1
85,89,4,76,1
64,88,15,35,0
90,73,61,80,1
63,37,90,48,1
42,19,91,26,0
28,89,94,6,0
99,22,62,93,1
84,20,2,70,0
54,86,60,44,0
50,9,67,93,1
89,24,89,70,1
16,41,96,74,0
6,90,38,58,0
73,17,56,89,1
18,26,27,95,1
83,1,46,92,0
13,86,100,18,1
54,86,21,7,1
60,22,6,15,0
83,43,75,55,0
80,92,51,31,1
30,50,62,38,0
22,83,95,48,0
85,84,11,99,1
83,48,35,80,1
47,1,15,14,0
62,82,85,65,1
75,73,73,61,1
95,12,75,23,1
82,89,55,38,1
12,41,8,91,0
68,23,51,89,1
71,68,100,67,1
66,74,68,91,1
83,15,96,96,1
84,15,23,76,0
0,71,57,40,1
16,73,26,83,1
71,32,96,4,1
15,64,38,46,0
21,54,84,0,1
5,66,100,37,0
56,17,73,62,0
66,45,77,68,1
88,12,84,5,1
24,18,38,27,0
77,70,27,75,1
16,93,79,54,1
32,33,48,83,0
51,58,10,32,0
88,18,68,26,1
93,34,81,89,1
91,47,72,84,1
65,77,20,53,0
40,100,55,48,1
77,31,9,34,1
14,87,70,52,1
81,11,46,42,0
18,28,35,1,0
28,48,13,100,0
22,67,93,39,1
62,12,67,44,0
36,70,34,77,1
6,21,40,96,0
44,94,86,100,1
76,51,61,75,1
1,87,65,91,1
16,18,48,72,0
6,92,81,47,0
31,86,77,53,1
23,56,45,59,0
35,54,66,91,0
29,39,81,11,0
52,98,40,11,0
9,93,30,11,1
7,10,95,36,0
63,1,54,86,1
93,17,61,63,1
86,68,89,15,1
78,24,95,0,0
89,68,95,44,1
94,84,67,87,1
77,57,21,86,0
97,67,28,22,1
17,65,45,6,0
48,21,47,14,0
86,31,69,98,1
37,38,61,37,1
0,94,80,72,1
39,82,65,4,0
79,62,7,45,1
58,42,38,45,1
44,92,23,51,1
12,55,62,25,1
65,19,52,15,0
0,19,98,84,1
60,50,47,38,1
23,68,34,13,0
84,56,20,17,1
55,0,45,90,1
24,36,5,17,0
95,42,4,20,0
61,85,34,15,1
70,63,87,91,1
96,97,99,51,1
94,49,16,14,0
2,16,19,44,0
98,87,30,6,0
43,54,76,94,1
61,37,36,62,1
54,31,79,19,0
23,31,35,98,1
33,89,31,85,0
25,60,90,100,1
89,93,64,78,1
75,80,81,19,1
16,51,4,35,0
18,54,2,78,1
6,48,52,67,1
81,29,28,43,0
7,65,54,82,1
14,34,46,35,0
91,53,31,40,0
23,5,0,6,0
41,27,36,60,1
77,12,55,23,1
62,46,42,38,1
85,1,87,70,0
16,42,46,94,0
95,99,75,67,1
30,83,35,26,0
11,13,16,80,0
15,5,75,83,0
24,90,57,12,1
69,79,43,38,0
97,25,68,92,1
16,24,53,70,0
97,71,44,46,1
91,15,55,8,0
67,64,2,21,0
89,16,37,5,0
7,88,24,94,0
63,87,68,65,0
21,56,96,65,1
99,49,51,77,1
23,0,20,73,0
89,1,65,58,1
92,67,33,38,0
37,90,34,70,1
28,5,68,30,0
81,18,35,17,0
6,82,31,26,0
0,83,44,80,0
47,41,10,90,0
33,92,17,52,0
37,41,7,80,0
45,28,93,35,1
2,68,84,99,0
74,13,92,95,1
83,32,80,81,1
26,56,28,41,0
74,80,96,50,1
29,93,92,55,1
61,11,63,23,0
22,24,72,62,0
23,82,36,2,0
22,50,87,77,1
18,9,54,31,0
82,51,12,92,1
93,96,1,77,1
49,2,14,1,0
82,5,16,31,0
34,18,80,76,1
1,13,69,94,0
90,10,25,17,0
72,56,20,39,1
19,31,7,69,0
80,69,15,2,0
13,69,37,13,0
53,18,0,28,1
54,49,18,45,0
28,87,49,87,0
14,62,21,14,0
36,45,9,78,0
46,10,5,77,1
54,67,42,76,1
54,19,85,87,1
36,44,13,34,0
84,47,33,91,0
100,0,19,99,0
40,18,49,57,0
100,61,8,14,0
93,35,18,11,0
16,23,98,49,1
63,54,61,88,0
77,81,42,17,0
83,31,49,53,1
68,68,63,68,1
29,49,10,74,0
67,73,99,88,1
28,89,11,30,0
26,2,46,71,0
17,14,7,44,0
99,17,37,58,1
70,53,31,26,0
7,95,17,15,0
90,18,48,93,1
54,47,6,89,1
74,9,61,76,0
3,18,46,18,0
9,1,72,53,1
23,60,95,17,0
89,38,60,52,1
56,100,82,88,1
14,19,7,82,1
96,22,64,20,1
54,87,58,70,1
33,73,64,39,0
54,20,34,11,0
16,95,27,51,0
28,50,23,95,0
77,9,88,59,1
83,82,51,48,1
47,82,54,24,1
13,9,46,77,0
42,3,30,36,0
13,8,27,76,1
39,24,70,25,0
4,30,34,10,0
72,5,72,61,1
40,11,39,1,0
96,36,50,64,1
96,50,92,45,0
89,86,12,42,1
94,64,12,64,0
19,3,75,48,0
4,37,20,19,0
10,80,11,91,1
27,87,83,18,0
20,64,66,93,1
66,98,43,57,1
43,37,46,79,0
55,5,91,99,1
30,26,78,77,1
19,72,80,63,1
1,18,98,39,0
100,11,63,12,0
21,37,20,8,0
46,45,11,9,0
98,58,33,60,0
97,56,83,17,0
72,62,5,46,0
51,52,79,87,1
46,65,79,40,1
87,52,64,57,1
87,5,79,82,1
31,89,71,1,1
13,37,48,20,0
9,28,49,59,0
44,59,59,82,1
59,13,10,23,0
50,98,55,25,1
8,40,43,77,0
89,94,60,14,1
4,69,19,60,1
27,40,72,4,0
99,48,7,46,0
60,27,6,27,0
97,87,54,34,1
22,10,18,8,0
10,38,91,57,0
67,27,85,33,1
6,11,54,43,0
38,21,25,44,0
61,60,68,88,1
89,55,45,88,1
1,71,100,76,1
92,85,74,78,1
85,93,95,94,1
1,19,58,18,0
40,14,86,52,1
92,0,57,16,0
81,74,12,4,1
24,53,89,69,0
76,48,27,44,1
24,86,73,1,1
46,2,38,39,0
15,89,63,83,0
52,52,45,45,0
54,66,97,42,1
22,58,54,47,1
76,20,69,55,1
84,88,87,55,1
89,79,12,11,0
13,11,83,2,0
52,13,63,95,0
69,12,81,56,1
4,85,37,53,1
99,58,70,48,1
60,15,44,59,0
82,90,100,94,1
47,100,28,64,1
84,33,39,53,0
0,53,4,1,1
47,66,94,76,1
21,73,55,30,0
50,24,78,82,1
6,73,54,16,0
49,93,22,51,0
66,20,55,29,1
16,64,15,80,0
50,97,80,33,0
20,41,26,11,0
55,1,80,98,1
3,79,90,69,0
10,73,48,3,0
16,58,81,80,0
23,30,83,28,0
68,31,92,99,1
48,98,33,84,1
10,18,80,2,0
74,13,14,58,0
15,13,18,36,0
23,11,9,63,0
26,50,12,62,0
52,9,62,80,1
87,53,48,40,1
57,20,23,38,1
22,84,72,80,1
4,15,43,44,0
78,76,69,0,1
94,32,15,24,0
68,2,66,65,0
27,46,14,27,1
17,28,10,93,0
16,34,35,61,1
11,44,90,70,0
59,95,63,55,1
51,24,32,22,0
91,35,50,13,0
98,75,39,21,0
92,62,55,57,1
95,34,40,79,1
49,54,25,72,1
80,8,57,21,0
65,32,75,52,1
82,67,45,50,1
23,41,54,23,0
9,27,84,47,0
99,40,15,1,0
1,91,42,27,0
41,29,71,8,0
77,27,67,27,1
35,91,77,85,1
82,53,87,96,1
40,25,25,6,0
63,5,35,53,1
57,21,76,41,0
30,73,2,36,1
100,73,0,59,1
51,4,68,67,1
82,2,8,60,1
53,92,38,35,1
44,51,10,71,0
63,78,6,50,1
58,63,82,15,0
79,13,3,28,1
1,17,13,41,0
92,55,28,21,1
92,47,68,0,0
6,33,100,5,1
38,9,33,42,0
48,34,89,21,0
74,58,15,16,0
18,96,74,52,1
85,15,66,67,1
61,84,62,35,1
93,61,28,11,1
37,91,10,45,0
31,84,82,94,1
88,9,9,63,1
1,85,27,59,0
24,62,13,43,0
75,97,67,65,1
97,39,90,58,1
64,13,16,28,0
49,57,79,65,1
51,24,8,35,0
87,39,73,82,1
59,13,95,14,1
58,23,34,3,0
67,57,45,33,1
70,10,45,55,1
50,64,55,65,1
56,34,47,12,1
48,93,54,24,1
51,22,76,35,0
63,66,55,13,0
82,31,14,28,1
4,73,34,30,1
12,35,28,79,0
51,50,50,12,1
88,34,63,26,1
26,44,81,36,0
36,93,0,12,1
89,79,61,94,1
88,30,21,40,0
21,23,42,58,1
1,85,60,54,1
22,33,9,21,0
1,76,45,60,0
62,31,60,14,1
2,72,87,37,0
67,64,21,96,1
12,12,38,94,0
62,94,44,69,1
62,32,46,58,1
45,38,90,42,0
99,84,76,61,1
87,66,93,81,1
52,28,84,18,1
3,31,73,94,0
55,46,26,95,1
48,81,13,35,0
86,69,57,67,1
86,44,42,50,1
35,39,24,5,0
89,43,78,15,1
58,72,44,36,1
1,63,87,18,0
19,66,37,79,0
20,38,62,36,1
37,1,58,5,0
75,15,6,62,0
55,45,84,0,1
17,44,36,100,0
85,98,71,19,0
91,34,18,93,1
74,10,37,28,1
45,31,86,81,1
51,12,33,38,0
22,72,55,86,0
74,17,87,98,1
17,53,70,25,0
10,38,72,80,1
23,48,100,55,1
67,56,88,40,1
87,91,45,59,1
59,53,52,59,1
71,3,98,53,1
17,78,38,100,1
65,47,16,79,1
72,37,6,96,0
16,51,85,0,0
97,66,58,6,1
34,83,13,42,0
37,72,61,88,1
7,15,94,74,0
94,91,6,89,1
18,71,94,63,1
86,81,19,38,1
